title,residential_complex,char_total_area,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_высота_потолков,char_flat_вид_из_окон,char_building_тип_дома,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,char_living_area,char_площадь кухни,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_санузел,char_flat_балкон/лоджия,char_flat_отделка,char_building_количество_лифтов,char_building_парковка,hc_decoration_options,char_building_пандус
"Продается 1-комн. квартира, 34,85 м²",ЖК «Ultra City 3.0 (Ультра Сити 3.0)»,"34,85 м²",2,17,2028,Не сдан,Предчистовая,Новостройка,"34,85 м²","2,75 м",,Монолитно-кирпичный,р-н Приморский,,3,"Комендантский проспект, Пионерская, Удельная","11 мин., 12 мин., 12 мин.",RBI,Комфорт,Монолитно-кирпичный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"36 просмотров, нет за сегодня","11,5 м²","14,1 м²","11,5 м²","14,1 м²",,,Предчистовая,6 пассажирских,Наземная,,Есть
"Продается студия, 23,9 м²",ЖК «ЛСР. Большая Охта»,"23,9 м²",4,12,2026,Не сдан,Предчистовая,Новостройка,"23,9 м²","2,8 м",Во двор,Монолитный,р-н Красногвардейский,3В,3,"Ладожская, Новочеркасская, Чернышевская","5 мин., 4 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"15 просмотров, 1 за сегодня","12,2 м²",,"12,2 м²",,1 совмещенный,,Предчистовая,"1 пассажирский, 1 грузовой",,,
"Продается студия, 24,2 м²",ЖК «ЛСР. Большая Охта»,"24,2 м²",2,10,2027,Не сдан,Предчистовая,Новостройка,"24,2 м²","2,72 м",Во двор,Монолитный,р-н Красногвардейский,,3,"Ладожская, Новочеркасская, Чернышевская","5 мин., 4 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"38 просмотров, нет за сегодня","11,2 м²",,"11,2 м²",,1 совмещенный,,Предчистовая,8 грузовых,,,
"Продается 2-комн. квартира, 51,6 м²",ЖК «Цветной Город»,"51,6 м²",3,21,2026,Не сдан,Чистовая,Новостройка,"51,6 м²","2,55 м",Во двор,Монолитный,р-н Красногвардейский,,3,"Академическая, Девяткино, Гражданский проспект","19 мин., 15 мин., 15 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,"Панельный, монолитный","Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"87 просмотров, 2 за сегодня","23,7 м²","16,2 м²","23,7 м²","16,2 м²",1 раздельный,,Чистовая,1 грузовой,,"Чистовая, Чистовая с мебелью",
"Продается 1-комн. квартира, 33,3 м²",ЖК «Октябрьская набережная»,"33,3 м²",19,25,2026,Не сдан,Чистовая,Новостройка,"33,3 м²","2,55 м",Во двор,Монолитный,р-н Невский,66к4,3,"Ломоносовская, Пролетарская, Улица Дыбенко","6 мин., 7 мин., 8 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"55 просмотров, нет за сегодня","10,5 м²","16,7 м²","10,5 м²","16,7 м²",1 совмещенный,,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается 1-комн. квартира, 33,8 м²",ЖК «Октябрьская набережная»,"33,8 м²",6,25,2026,Не сдан,Чистовая,Новостройка,"33,8 м²","2,55 м",На улицу,Монолитный,р-н Невский,66к4,3,"Ломоносовская, Пролетарская, Улица Дыбенко","6 мин., 7 мин., 8 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"81 просмотр, 1 за сегодня","11,5 м²","16,2 м²","11,5 м²","16,2 м²",1 совмещенный,,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается студия, 23,2 м²",ЖК «Витебский парк»,"23,2 м²",4,12,2028,Не сдан,Предчистовая,Новостройка,"23,2 м²","2,68 м",На улицу,Монолитный,р-н Фрунзенский,,3,"Волковская, Обводный канал, Бухарестская","23 мин., 7 мин., 7 мин.",ПИК,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Входная группа, Лифт",,True,"11 просмотров, 1 за сегодня","11,8 м²",5 м²,"11,8 м²",5 м²,1 совмещенный,,Предчистовая,2 пассажирских,Открытая,"Чистовая, Предчистовая",
"Продается 1-комн. квартира, 39,78 м²",ЖК «ЦДС Dreamline (Дримлайн)»,"39,78 м²",2,17,2027,Не сдан,,Новостройка,"39,78 м²",,,Монолитный,р-н Приморский,24,3,"Комендантский проспект, Пионерская, Старая Деревня","7 мин., 10 мин., 10 мин.",ЦДС,Комфорт,"Монолитный, кирпичный",Отдельная многоуровневая,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"13 просмотров, нет за сегодня",,,,,,,,2 грузовых,,,
"Продается 1-комн. квартира, 39,41 м²",ЖК «ЮгТаун. Олимпийские кварталы»,"39,41 м²",4,5,2027,Не сдан,Чистовая,Новостройка,"39,41 м²",,,Монолитный,р-н Пушкинский,,3,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",КВС,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Архитектура",,True,"6 просмотров, нет за сегодня","12,1 м²",18 м²,"12,1 м²",18 м²,,,Чистовая,,,,
"Продается студия, 23,7 м²",ЖК «Аурум»,"23,7 м²",2,15,2029,Не сдан,,Новостройка,"23,7 м²","2,74 м",,Монолитно-кирпичный,р-н Калининский,,3,"Лесная, Площадь Ленина, Выборгская","5 мин., 6 мин., 7 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"5 просмотров, нет за сегодня",,,,,,,,6 пассажирских,,,Есть
"Продается студия, 25,29 м²",ЖК «Титул в Московском»,"25,29 м²",8,12,2028,Не сдан,Чистовая,Новостройка,"25,29 м²","2,77 м",,Монолитно-кирпичный,р-н Московский,,3,"Московская, Ленинский проспект, Звездная","7 мин., 4 мин., 5 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"16 просмотров, 1 за сегодня","18,1 м²",,"18,1 м²",,,1 балкон,Чистовая,"8 пассажирских, 8 грузовых",,,
"Продается студия, 29,75 м²",ЖК «Аквилон All In 3.0»,"29,75 м²",2,12,2025,Не сдан,,Новостройка,"29,75 м²","2,72 м",,Монолитно-кирпичный,р-н Пушкинский,,3,"Звездная, Купчино, Шушары","12 мин., 13 мин., 13 мин.",Группа Аквилон,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"2 просмотра, 1 за сегодня",,,,,,,,11 грузовых,,,
"Продается 2-комн. квартира, 51,21 м²",ЖК «Город-спутник Южный»,"51,21 м²",2,10,2027,Не сдан,Чистовая,Новостройка,"51,21 м²","2,7 м",,Монолитно-кирпичный,р-н Пушкинский,,3,"Московская, Звездная, Купчино","30 мин., 28 мин., 28 мин.",ЗАСТРОЙ,Комфорт,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Архитектура, Входная группа, Лифт",,False,"10 просмотров, нет за сегодня",,,,,,,Чистовая,5 пассажирских,,,
"Продается 1-комн. квартира, 45,29 м²",ЖК «Образцовый квартал 6.4»,"45,29 м²",1,4,2028,Не сдан,Предчистовая,Новостройка,"45,29 м²","2,87 м",,Монолитно-кирпичный,р-н Пушкинский,,3,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"7 просмотров, нет за сегодня","11,4 м²","17,2 м²","11,4 м²","17,2 м²",1 совмещенный,1 балкон,Предчистовая,1 пассажирский,Наземная,,
"Продается 1-комн. квартира, 33,8 м²",ЖК «Октябрьская набережная»,"33,8 м²",7,25,2026,Не сдан,Чистовая,Новостройка,"33,8 м²","2,55 м",На улицу,Монолитный,Октябрьская набережная жилой комплекс,,3,"Ломоносовская, Улица Дыбенко, Пролетарская","6 мин., 7 мин., 7 мин.",,,,,,,,False,"15 просмотров, нет за сегодня","11,5 м²","16,2 м²","11,5 м²","16,2 м²",1 совмещенный,,,"1 пассажирский, 1 грузовой",,,
"Продается 1-комн. квартира, 33,3 м²",ЖК «Октябрьская набережная»,"33,3 м²",11,25,2026,Не сдан,Чистовая,Новостройка,"33,3 м²","2,55 м",Во двор,Монолитный,р-н Невский,,3,"Ломоносовская, Улица Дыбенко, Пролетарская","6 мин., 7 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"58 просмотров, нет за сегодня","10,5 м²","16,7 м²","10,5 м²","16,7 м²",1 совмещенный,,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается 1-комн. квартира, 35,1 м²",ЖК «Октябрьская набережная»,"35,1 м²",24,25,2026,Не сдан,Чистовая,Новостройка,"35,1 м²","2,55 м",На улицу,Монолитный,р-н Невский,66к4,3,"Ломоносовская, Пролетарская, Улица Дыбенко","6 мин., 7 мин., 8 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"5 просмотров, нет за сегодня","11,1 м²",17 м²,"11,1 м²",17 м²,1 совмещенный,,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается студия, 23,6 м²",ЖК «ЛСР. Большая Охта»,"23,6 м²",2,12,2025,Не сдан,Предчистовая,Новостройка,"23,6 м²","2,7 м",Во двор,Монолитный,р-н Красногвардейский,5,3,"Ладожская, Новочеркасская, Чернышевская","4 мин., 4 мин., 8 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"3 просмотра, нет за сегодня","11,2 м²",,"11,2 м²",,,,Предчистовая,"1 пассажирский, 1 грузовой",Подземная,,
"Продается 1-комн. квартира, 43,48 м²",ЖК «Образцовый квартал 15»,"43,48 м²",2,4,2026,Не сдан,Предчистовая,Новостройка,"43,48 м²","2,87 м",,Монолитно-кирпичный,р-н Пушкинский,6к1,3,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"7 просмотров, нет за сегодня",14 м²,"17,8 м²",14 м²,"17,8 м²",1 совмещенный,1 балкон,Предчистовая,1 пассажирский,Наземная,,
"Продается 1-комн. квартира, 33,15 м²",ЖК «Бионика Заповедная»,"33,15 м²",2,12,2027,Не сдан,Чистовая,Новостройка,"33,15 м²","2,77 м",,Монолитно-кирпичный,р-н Приморский,18к1,3,"Проспект Просвещения, Озерки, Удельная","12 мин., 13 мин., 13 мин.",Setl Group,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"16 просмотров, 1 за сегодня","10,5 м²","15,1 м²","10,5 м²","15,1 м²",,1 лоджия,Чистовая,"1 пассажирский, 1 грузовой",,,
"Продается 2-комн. квартира, 58,9 м²",ЖК «UP-квартал Новый Московский»,"58,9 м²",7,10,2025,Сдан,Без отделки,Новостройка,"58,9 м²",,На улицу и двор,Монолитно-кирпичный,р-н Пушкинский,325к1,3,"Шушары, Звездная, Дунайская","16 мин., 21 мин., 21 мин.",ГК ФСК,Комфорт,Монолитно-кирпичный,Отдельная многоуровневая,Жилой комплекс,"Внутренний двор, Архитектура, Входная группа, Лифт",,True,"1691 просмотр, 4 за сегодня","23,3 м²","12,6 м²","23,3 м²","12,6 м²",,,Без отделки,"1 пассажирский, 1 грузовой",,"Чистовая, Черновая, Без отделки",Есть
"Продается 2-комн. квартира, 59,88 м²",ЖК «Аэросити Club (Аэросити Клаб)»,"59,88 м²",4,12,2026,Не сдан,,Новостройка,"59,88 м²","2,72 м",,Монолитный,р-н Пушкинский,,3,"Купчино, Звездная, Московская","8 мин., 8 мин., 11 мин.",ГК Лидер Групп,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,True,"16 просмотров, нет за сегодня",,,,,,,,,,,
"Продается 1-комн. квартира, 37,7 м²",ЖК «Лайнеръ»,"37,7 м²",6,17,2025,Сдан,,Новостройка,"37,7 м²",,,Монолитно-кирпичный,р-н Невский,120,3,"Ломоносовская, Пролетарская, Обухово","7 мин., 8 мин., 8 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"89 просмотров, нет за сегодня",,,,,1 совмещенный,,,"2 пассажирских, 2 грузовых",,,Есть
"Продается студия, 25,22 м²",ЖК «НОВАЯ ЗЕМЛЯ»,"25,22 м²",3,17,2028,Не сдан,Предчистовая,Новостройка,"25,22 м²","2,85 м",Во двор,Монолитный,р-н Василеостровский,,3,"Приморская, Горный институт, Василеостровская","11 мин., 13 мин., 15 мин.",LEGENDA Intelligent Development,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Архитектура, Входная группа",,False,"22 просмотра, нет за сегодня","11,7 м²","5,9 м²","11,7 м²","5,9 м²",1 совмещенный,,Предчистовая,"1 пассажирский, 1 грузовой",,"Предчистовая, Без отделки",Есть
