title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_санузел,char_flat_балкон/лоджия,char_flat_вид_из_окон,char_flat_отделка,char_building_количество_лифтов,char_building_тип_дома,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,char_building_парковка,char_building_пандус,hc_decoration_options
"Продается 1-комн. квартира, 33,03 м²",ЖК «Setl Ривьера»,"33,03 м²","10,4 м²",15 м²,1,12,2028,Не сдан,Чистовая,Новостройка,"33,03 м²","10,4 м²",15 м²,"2,77 м",,1 лоджия,,Чистовая,8 пассажирских,Монолитно-кирпичный,р-н Невский,,3.0,"Проспект Большевиков, Новочеркасская, Ломоносовская","7 мин., 7 мин., 7 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"66 просмотров, 5 за сегодня",,,
"Продается 1-комн. квартира, 31,84 м²",ЖК «Аквилон All In 3.0»,"31,84 м²",,,12,12,2025,Не сдан,,Новостройка,"31,84 м²",,,"2,72 м",,,,,11 грузовых,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Звездная, Купчино, Шушары","12 мин., 13 мин., 13 мин.",Группа Аквилон,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"2 просмотра, нет за сегодня",,,
"Продается 1-комн. квартира, 41,43 м²",ЖК «Окла (Okla)»,"41,43 м²",,,23,25,2027,Не сдан,,Новостройка,"41,43 м²",,,"2,7 м",,,,,2 грузовых,Монолитный,р-н Приморский,,3.0,"Проспект Просвещения, Парнас, Озерки","10 мин., 11 мин., 11 мин.",Ленстройтрест,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"нет просмотров, нет за сегодня",,,
"Продается студия, 25,52 м²",ЖК «Setl Ривьера»,"25,52 м²","18,3 м²",,12,17,2028,Не сдан,Чистовая,Новостройка,"25,52 м²","18,3 м²",,"2,77 м",,1 лоджия,,Чистовая,26 пассажирских,Монолитно-кирпичный,р-н Невский,,3.0,"Проспект Большевиков, Новочеркасская, Ломоносовская","7 мин., 6 мин., 7 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"11 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 30,06 м²",ЖК «Setl Лофт»,"30,06 м²",9 м²,"14,3 м²",4,12,2027,Не сдан,Чистовая,Новостройка,"30,06 м²",9 м²,"14,3 м²","2,75 м",,1 лоджия,,Чистовая,"3 пассажирских, 3 грузовых",Монолитно-кирпичный,р-н Московский,,3.0,"Звездная, Купчино, Московская","6 мин., 8 мин., 10 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа",,True,"50 просмотров, 10 за сегодня",,,
"Продается студия, 25,41 м²",ЖК «Приморский квартал»,"25,41 м²",,,2,25,2024,Сдан,,Новостройка,"25,41 м²",,,"2,74 м",,,,,"8 пассажирских, 11 грузовых",Монолитный,р-н Приморский,13к2,3.0,"Пионерская, Черная речка, Комендантский проспект","9 мин., 23 мин., 6 мин.",Мегалит–Охта Групп,Комфорт,"Монолитно-кирпичный, монолитный, блочный","Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"7 просмотров, 1 за сегодня",,Есть,
"Продается студия, 33,6 м²",ЖК «Аквилон ZALIVE (Аквилон ЗАЛИВ)»,"33,6 м²",,,1,13,2025,Сдан,,Новостройка,"33,6 м²",,,"3,02 м",,,,,,Монолитно-кирпичный,р-н Василеостровский,6к1,3.0,"Приморская, Горный институт, Василеостровская","7 мин., 8 мин., 13 мин.",Группа Аквилон,Бизнес,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"120 просмотров, нет за сегодня",,,
"Продается 2-комн. квартира, 54,54 м²",ЖК «Образцовый квартал 17»,"54,54 м²","26,1 м²","11,9 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"54,54 м²","26,1 м²","11,9 м²","2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"262 просмотра, 11 за сегодня",Наземная,,
"Продается 1-комн. квартира, 30,65 м²",ЖК «Аурум»,"30,65 м²",,,1,15,2029,Не сдан,,Новостройка,"30,65 м²",,,"2,74 м",,,,,6 пассажирских,Монолитно-кирпичный,р-н Калининский,,3.0,"Лесная, Площадь Ленина, Выборгская","5 мин., 6 мин., 7 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"2 просмотра, 1 за сегодня",,Есть,
"Продается 2-комн. квартира, 59,64 м²",ЖК «Квартал Заречье»,"59,64 м²",,,2,9,2027,Не сдан,,Новостройка,"59,64 м²",,,"2,7 м",,,,,5 грузовых,Монолитный,р-н Колпинский,71Д,3.0,"Рыбацкое, Пролетарская, Обухово","17 мин., 21 мин., 21 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"7 просмотров, нет за сегодня",,Есть,
"Продается 2-комн. квартира, 58,83 м²",ЖК «Квартал Заречье»,"58,83 м²",,,2,9,2026,Не сдан,,Новостройка,"58,83 м²",,,"2,7 м",,,,,5 грузовых,Монолитный,р-н Колпинский,,3.0,"Рыбацкое, Пролетарская, Обухово","18 мин., 21 мин., 22 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"10 просмотров, нет за сегодня",,Есть,
