title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_вид_из_окон,char_flat_отделка,char_building_тип_дома,char_building_парковка,district,building,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_decoration_options,hc_advantages,developer_description,online_booking,views,char_building_количество_лифтов,metro_count,metro_names,metro_times,char_flat_санузел,char_flat_балкон/лоджия,char_building_пандус
"Продается 3-комн. квартира, 83,06 м²",ЖК «Башни Элемент»,"83,06 м²","37,5 м²",,5,20,2028,Не сдан,Предчистовая,Новостройка,"83,06 м²","37,5 м²",,"3,01 м",,Предчистовая,Монолитный,,р-н Василеостровский,,Element,Бизнес,Монолитный,"Подземная, гостевая",Жилой комплекс,,"Внутренний двор, Архитектура, Входная группа",,True,"363 просмотра, 3 за сегодня","10 пассажирских, 10 грузовых",3.0,"Приморская, Горный институт, Василеостровская","10 мин., 12 мин., 14 мин.",,,
"Продается студия, 25,22 м²",ЖК «Ассамблея»,"25,22 м²","12,1 м²",5 м²,2,12,2028,Не сдан,Без отделки,Новостройка,"25,22 м²","12,1 м²",5 м²,3 м,Во двор,Без отделки,Монолитный,,р-н Василеостровский,,,,,,,Без отделки,,,True,"966 просмотров, 1 за сегодня","1 пассажирский, 1 грузовой",3.0,"Василеостровская, Горный институт, Приморская","22 мин., 16 мин., 5 мин.",1 совмещенный,,
"Продается 1-комн. квартира, 42,9 м²",ЖК «Neva Haus (Нева Хаус)»,"42,9 м²","13,2 м²",18 м²,9,9,2024,Сдан,Без отделки,Новостройка,"42,9 м²","13,2 м²",18 м²,"3,8 м",Во двор,Без отделки,Монолитный,Подземная,р-н Петроградский,9к2,ЛСР. Недвижимость-Северо-Запад,Премиум,Монолитный,Подземная,Жилой комплекс,Без отделки,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"214 просмотров, 1 за сегодня",1 пассажирский,3.0,"Крестовский остров, Чкаловская, Спортивная","25 мин., 23 мин., 25 мин.",1 совмещенный,,
"Продается 4-комн. квартира, 112,34 м²",ЖК «Юнтолово»,"112,34 м²","61,8 м²","21,3 м²",2,23,2026,Не сдан,Чистовая,Новостройка,"112,34 м²","61,8 м²","21,3 м²",,На улицу и двор,Чистовая,Монолитный,,р-н Приморский,1к1,Главстрой Санкт-Петербург,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Чистовая, Предчистовая",Отделка,,True,"2200 просмотров, 4 за сегодня",2 грузовых,3.0,"Беговая, Старая Деревня, Черная речка","13 мин., 18 мин., 21 мин.",,2 лоджии,Есть
"Продается 1-комн. квартира, 33,16 м²",ЖК «Башни Элемент»,"33,16 м²","10,1 м²",,6,22,2028,Не сдан,Предчистовая,Новостройка,"33,16 м²","10,1 м²",,"2,85 м",,Предчистовая,Монолитный,,р-н Василеостровский,,Element,Бизнес,Монолитный,"Подземная, гостевая",Жилой комплекс,,"Внутренний двор, Архитектура, Входная группа",,True,"94 просмотра, 2 за сегодня","10 пассажирских, 10 грузовых",3.0,"Приморская, Горный институт, Василеостровская","10 мин., 13 мин., 14 мин.",,,
"Продается 3-комн. квартира, 67,66 м²",ЖК «BEREG.Курортный (БЕРЕГ.Курортный)»,"67,66 м²","33,3 м²",,3,5,2024,Не сдан,Предчистовая,Новостройка,"67,66 м²","33,3 м²",,"2,65 м",,Предчистовая,Монолитный,,р-н Курортный,18,,,,,,"Чистовая, Предчистовая",,,True,"327 просмотров, нет за сегодня","1 пассажирский, 1 грузовой",3.0,"Беговая, Комендантский проспект, Зенит","30 мин., 29 мин., 30 мин.",,,
"Продается студия, 21,1 м²",ЖК «Дыбенко Парк»,"21,1 м²",11 м²,,7,22,2027,Не сдан,Чистовая,Новостройка,"21,1 м²",11 м²,,"2,75 м",На улицу и двор,Чистовая,Монолитный,Многоуровневая,р-н Невский,38Б,ЛСР. Недвижимость-Северо-Запад,Комфорт,Монолитно-кирпичный,Отдельная многоуровневая,Жилой комплекс,,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"22 просмотра, нет за сегодня","1 пассажирский, 1 грузовой",3.0,"Улица Дыбенко, Проспект Большевиков, Ломоносовская","16 мин., 7 мин., 9 мин.",1 совмещенный,,
"Продается студия, 29,35 м²",ЖК «17 линия»,"29,35 м²","3,4 м²","20,9 м²",2,10,2028,Не сдан,Чистовая,Новостройка,"29,35 м²","3,4 м²","20,9 м²","2,73 м",,Чистовая,Монолитный,,р-н Василеостровский,,,,,,,"Чистовая, Предчистовая",,,False,"75 просмотров, 1 за сегодня","7 пассажирских, 11 грузовых",3.0,"Василеостровская, Горный институт, Приморская","23 мин., 25 мин., 5 мин.",1 совмещенный,1 балкон,
"Продается 4-комн. квартира, 159,26 м²",ЖК «VI Квартал (6 квартал)»,"159,26 м²","105,5 м²","16,5 м²",2,3,2026,Не сдан,Без отделки,Новостройка,"159,26 м²","105,5 м²","16,5 м²",3 м,,Без отделки,Монолитно-кирпичный,,р-н Пушкинский,9,,,,,,Без отделки,,,False,"1306 просмотров, нет за сегодня",1 пассажирский,3.0,"Купчино, Звездная, Шушары","17 мин., 18 мин., 20 мин.",,,Есть
"Продается 2-комн. квартира, 86,74 м²",ЖК «VI Квартал (6 квартал)»,"86,74 м²","36,4 м²","29,5 м²",2,3,2026,Не сдан,Без отделки,Новостройка,"86,74 м²","36,4 м²","29,5 м²",3 м,,Без отделки,Монолитно-кирпичный,,р-н Пушкинский,12,,,,,,Без отделки,,,False,"1196 просмотров, 5 за сегодня",1 пассажирский,3.0,"Купчино, Звездная, Шушары","17 мин., 18 мин., 20 мин.",,,Есть
"Продается 3-комн. квартира, 63,41 м²",ЖК «Юнтолово»,"63,41 м²","31,8 м²","17,1 м²",16,23,2026,Не сдан,Чистовая,Новостройка,"63,41 м²","31,8 м²","17,1 м²",,На улицу и двор,Чистовая,Монолитный,,р-н Приморский,1к4,Главстрой Санкт-Петербург,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Чистовая, Предчистовая",Отделка,,True,"388 просмотров, 4 за сегодня",1 грузовой,3.0,"Беговая, Старая Деревня, Черная речка","14 мин., 18 мин., 21 мин.",,1 лоджия,Есть
